Business Name,Physical Address Number,Physical Address,Physical City,Physical State,Phone,Latitude,Longitude,Primary SIC Description
New Yorker Diner,39,39 Mount Auburn St,Watertown,MA,(617) 924-9772,42.365922,-71.18256,Restaurants
Central Cafe,9294,9294 Central St,Holliston,MA,(508) 429-7275,42.19592,-71.43831,Restaurants
Acton House of Pizza,494,494 Main St,Acton,MA,(978) 263-7144,42.486778,-71.433268,Restaurants
Forest Hills Deli,3696,3696 Washington St,Jamaica Plain,MA,(617) 522-8242,42.300697,-71.112641,Restaurants
Dogwood Cafe,3712,3712 Washington St,Jamaica Plain,MA,(617) 522-7997,42.300179,-71.113139,Restaurants
Captain Nemos,367,367 Centre St,Jamaica Plain,MA,(617) 971-0100,42.322505,-71.108626,Restaurants
Brendan Behan Pub,378,378 Centre St,Jamaica Plain,MA,(617) 522-5386,42.321988,-71.109261,Restaurants
Topacio,120,120 Meridian St,East Boston,MA,(617) 567-9523,42.373481,-71.039248,Restaurants
Dacoopa Sub & Pizza,474,474 Saratoga St,East Boston,MA,(617) 567-3399,42.380137,-71.027287,Restaurants
Teuscher Chocolates of Switzerland,230,230 Newbury St,Boston,MA,(617) 536-1922,42.3496979,-71.0813943,Restaurants
Boston Deli Deluxe,104,104 South St,Boston,MA,(617) 695-3775,42.350972,-71.057203,Restaurants
Bean & Leaf Cafe,20,20 Custom House St Ste 100,Boston,MA,(617) 261-4727,42.3581573,-71.0530612,Restaurants
Medway Restaurant,102,102 Main St,Medway,MA,(508) 533-7466,42.1513456,-71.4149677,Restaurants
Beach Front,297,297 Nantasket Ave,Hull,MA,(781) 925-9512,42.2746769,-70.8623707,Restaurants
Liberty Grill,8,8 North St,Hingham,MA,(781) 749-2444,42.244785,-70.884603,Restaurants
Commons Eatery & Cafe,20,20 Central St,Foxboro,MA,(508) 543-4432,42.0639307,-71.2491524,Restaurants
Dotty & Rays Lunch,112,112 North St,Salem,MA,(978) 744-9730,42.5267222,-70.9008684,Restaurants
Cafe Rustica,356,356 Beacon St,Somerville,MA,(617) 491-8300,42.3856646,-71.1157229,Restaurants
Montrose Spa,1646,1646 Massachusetts Ave,Cambridge,MA,(617) 547-5053,42.3812534,-71.120026,Restaurants
Miami Restaurant,381,381 Centre St,Jamaica Plain,MA,(617) 522-4644,42.3223709,-71.109159,Restaurants
Skate Three Snack Bar,350,350 Middlesex Rd,Tyngsboro,MA,(978) 649-4022,42.688807,-71.432975,Restaurants
Last Corner Restaurant,49,49 High St,Reading,MA,(781) 944-0340,42.522323,-71.107666,Restaurants
Captain Johns,333,333 Westford St,Lowell,MA,(978) 458-0752,42.635083,-71.327794,Restaurants
D Coal Pot,984,984 Hyde Park Ave,Hyde Park,MA,(857) 345-9512,42.266275,-71.120631,Restaurants
Lorettas,15,15 Pleasant St,Newburyport,MA,(978) 463-0001,42.8097794,-70.8709908,Restaurants
A & A,654,654 Main St,Brockton,MA,(508) 588-9081,42.0722497,-71.0184796,Restaurants
Genji Express,94,94 Derby St Ste 200,Hingham,MA,(781) 741-8050,42.17891,-70.907773,Restaurants
Pitstop BBQ,10,10 Vernon St,Wakefield,MA,(781) 621-8403,42.503273,-71.067371,Restaurants
Pat's Kitchen,402,402 W Broadway,South Boston,MA,(617) 269-7287,42.3372973,-71.0480612,Restaurants
Scoop 'n Scootery,352,352 Boston Ave,Medford,MA,(617) 394-8634,42.411383,-71.121135,Restaurants
Five Horses Tavern,535,535 Columbus Ave,Boston,MA,(617) 936-3930,42.341837,-71.080582,Restaurants
Green Bean Stratham,277,277 Portsmouth Ave,Stratham,NH,(603) 778-6866,43.04193302,-70.89110803,Restaurants
Jimmys Family Restaurant,279,279 Cambridge St Ste 15,Burlington,MA,(781) 270-6803,42.515284,-71.206092,Restaurants
Stacheys Olde Time Pizzeria,517,517 S Broadway Unit 5,Salem,NH,(603) 893-1999,42.743061,-71.198645,Restaurants
Causeway Restaurant,78,78 Essex Ave,Gloucester,MA,(978) 281-5256,42.612434,-70.683312,Restaurants
Bewitched In Salem,180,180 Essex St,Salem,MA,(978) 744-9904,42.52161,-70.893236,Restaurants
Leggos,120,120 N Franklin St Ste 1,Holbrook,MA,(781) 961-2475,42.1571196,-71.0084735,Restaurants
Jackson's Kitchen,50,50 Massachusetts Ave,Lexington,MA,(781) 652-8844,42.4253731,-71.19339091,Restaurants
Prince Palace Hall,428,428 Main St,Melrose,MA,(781) 665-0317,42.453858,-71.066383,Restaurants
Michael Petrarca,550,550 Winter St,Waltham,MA,(781) 890-6767,42.396225,-71.266131,American Restaurants
Paul Fussman,2,2 West St,Boston,MA,(617) 670-0320,42.354492,-71.062235,American Restaurants
Daddys Beach Club,280,280 Nantasket Ave,Hull,MA,(781) 925-3600,42.2741337,-70.8608579,Restaurants
Columbus Club,11,11 Fountain St,Framingham,MA,(508) 875-9018,42.274707,-71.425128,Restaurants
Ruby Room,155,155 Portland St,Boston,MA,(617) 557-9950,42.364263,-71.061356,Restaurants
